congress|bill_number|bill_type|policy_area|sponsor_name|sponsor_lastname|sponsor_state|sponsor_party
115|2905|s|Health|Patrick|Toomey|PA|R
115|2904|s|Health|Thomas|Carper|DE|D
115|2903|s|Education|Ted|Cruz|TX|R
115|2902|s|Health|Bill|Cassidy|LA|R
115|2901|s|Health|John|Thune|SD|R
115|2900|s|Health|Sherrod|Brown|OH|D
115|2899|s|Health|Sherrod|Brown|OH|D
115|2898|s|Health|Bob|Casey|PA|D
115|2897|s|Health|Lisa|Murkowski|AK|R
115|1563|s|Energy|Joseph|Manchin|WV|D
115|1337|s|Energy|Joseph|Manchin|WV|D
115|2893|s|Armed Forces and National Security|Ben|Cardin|MD|D
115|2894|s|Health|Doug|Jones|AL|D
115|2892|s|Health|Ben|Cardin|MD|D
115|2891|s|Health|Charles|Grassley|IA|R
115|2890|s|Armed Forces and National Security|John|Cornyn|TX|R
115|2872|s|Congress|Kirsten|Gillibrand|NY|D
115|2888|s|Health|Susan|Collins|ME|R
115|2886|s|Energy|Edward|Markey|MA|D
115|2887|s|Armed Forces and National Security|Maria|Cantwell|WA|D
115|1799|s|Energy|Martin|Heinrich|NM|D
115|1336|s|Energy|Cory|Gardner|CO|R
115|1457|s|Energy|JEFF|FLAKE|AZ|R
115|346|s|Emergency Management|Lisa|Murkowski|AK|R
115|2885|s|Finance and Financial Sector|Tina|Smith|MN|D
115|2884|s|Armed Forces and National Security|Deb|Fischer|NE|R
115|2882|s|International Affairs|Catherine|Cortez Masto|NV|D
115|2880|s|Emergency Management|CLARENCE|NELSON|FL|D
115|2883|s|Armed Forces and National Security|Elizabeth|Warren|MA|D
115|2879|s|Crime and Law Enforcement|Claire|McCaskill|MO|D
115|2878|s|Crime and Law Enforcement|Lindsey|Graham|SC|R
115|2349|s|Crime and Law Enforcement|Claire|McCaskill|MO|D
115|2877|s|Public Lands and Natural Resources|Mike|Lee|UT|R
115|2875|s|Health|Bill|Cassidy|LA|R
115|2874|s|Agriculture and Food|Tina|Smith|MN|D
115|2873|s|Commerce|ORRIN|HATCH|UT|R
115|2871|s|Crime and Law Enforcement|Richard|Blumenthal|CT|D
115|2869|s|Environmental Protection|Tammy|Duckworth|IL|D
115|2868|s|Crime and Law Enforcement|Cory|Gardner|CO|R
115|2867|s|Armed Forces and National Security|Roger|Wicker|MS|R
115|2866|s|Public Lands and Natural Resources|John|Cornyn|TX|R
115|2865|s|Government Operations and Politics|Tammy|Baldwin|WI|D
115|2804|s|Native Americans|John|Hoeven|ND|R
115|1400|s|Native Americans|Martin|Heinrich|NM|D
115|2864|s|Immigration|Claire|McCaskill|MO|D
115|2862|s|Emergency Management|Brian|Schatz|HI|D
115|2853|s|Science, Technology, Communications|John|Thune|SD|R
115|2860|s|Taxation|Steve|Daines|MT|R
115|2859|s|Transportation and Public Works|Gary|Peters|MI|D
115|2856|s|Housing and Community Development|Marco|Rubio|FL|R
115|2858|s|Commerce|Christopher|Coons|DE|D
115|2855|s|Crime and Law Enforcement|Ben|Cardin|MD|D
115|2851|s|Health|Bob|Casey|PA|D
115|2849|s|Immigration|Kamala|Harris|CA|D
115|2847|s|Commerce|Mike|Lee|UT|R
115|2034|s|Commerce|James|Risch|ID|R
115|2014|s|Commerce|Joni|Ernst|IA|R
115|1756|s|Environmental Protection|Dan|Sullivan|AK|R
115|2846|s|Armed Forces and National Security|Kirsten|Gillibrand|NY|D
115|2843|s|Health|CLARENCE|NELSON|FL|D
115|2845|s|Labor and Employment|Tammy|Baldwin|WI|D
115|2841|s|Armed Forces and National Security|Elizabeth|Warren|MA|D
115|2840|s|Armed Forces and National Security|Mike|Rounds|SD|R
115|2839|s|Agriculture and Food|Chris|Van Hollen|MD|D
115|2625|s|Commerce|Charles|Grassley|IA|R
115|2393|s|Commerce|Christopher|Coons|DE|D
115|2334|s|Commerce|ORRIN|HATCH|UT|R
115|2315|s|Health|Johnny|Isakson|GA|R
115|2835|s|Science, Technology, Communications|Susan|Collins|ME|R
115|1732|s|Health|Sheldon|Whitehouse|RI|D
115|2834|s|Agriculture and Food|John|Hoeven|ND|R
115|2833|s|Agriculture and Food|John|Hoeven|ND|R
115|2832|s|Immigration|Kirsten|Gillibrand|NY|D
115|2830|s|Health|Richard|Durbin|IL|D
115|2829|s|Finance and Financial Sector|Kamala|Harris|CA|D
115|2828|s|Health|Marco|Rubio|FL|R
115|2820|s|Taxation|Robert|Menendez|NJ|D
115|2821|s|Armed Forces and National Security|Tina|Smith|MN|D
115|2822|s|Agriculture and Food|Debbie|Stabenow|MI|D
115|2824|s|Agriculture and Food|Bob|Casey|PA|D
115|2825|s|Environmental Protection|JEFF|FLAKE|AZ|R
115|2826|s|Foreign Trade and International Finance|Marco|Rubio|FL|R
115|1981|s|Energy|Bill|Cassidy|LA|R
115|1059|s|Energy|Cory|Gardner|CO|R
115|1867|s|Government Operations and Politics|Steve|Daines|MT|R
115|2819|s|Armed Forces and National Security|Jim|Inhofe|OK|R
115|2815|s|Law|Charles|Grassley|IA|R
115|2816|s|Finance and Financial Sector|MICHAEL|ENZI|WY|R
115|2817|s|Finance and Financial Sector|MICHAEL|ENZI|WY|R
115|2818|s|Finance and Financial Sector|MICHAEL|ENZI|WY|R
115|2812|s|Transportation and Public Works|Claire|McCaskill|MO|D
115|2813|s|Agriculture and Food|Christopher|Murphy|CT|D
115|2814|s|Agriculture and Food|Mike|Rounds|SD|R
115|447|s|International Affairs|Tammy|Baldwin|WI|D
115|2811|s|Public Lands and Natural Resources|Jeff|Merkley|OR|D
115|1405|s|Transportation and Public Works|John|Thune|SD|R
115|2810|s|Labor and Employment|Bernard|Sanders|VT|I
115|2808|s|Housing and Community Development|John|Cornyn|TX|R
115|2807|s|Armed Forces and National Security|Dean|Heller|NV|R
115|2806|s|Science, Technology, Communications|Joni|Ernst|IA|R
115|2805|s|Armed Forces and National Security|Elizabeth|Warren|MA|D
115|2802|s|Taxation|Roy|Blunt|MO|R
115|2801|s|Armed Forces and National Security|Elizabeth|Warren|MA|D
115|2799|s|Armed Forces and National Security|Mike|Rounds|SD|R
115|2798|s|Armed Forces and National Security|Mike|Rounds|SD|R
115|2797|s|Public Lands and Natural Resources|Martin|Heinrich|NM|D
115|2796|s|Armed Forces and National Security|Jon|Tester|MT|D
115|2680|s|Health|Lamar|Alexander|TN|R
115|2795|s|Crime and Law Enforcement|John|Cornyn|TX|R
115|2794|s|Crime and Law Enforcement|ORRIN|HATCH|UT|R
115|2400|s|Congress|Claire|McCaskill|MO|D
115|2793|s|Immigration|Jeanne|Shaheen|NH|D
115|2791|s|Education|Jon|Tester|MT|D
115|2792|s|Transportation and Public Works|ORRIN|HATCH|UT|R
115|167|s|Education|Jerry|Moran|KS|R
115|2758|s|Armed Forces and National Security|Claire|McCaskill|MO|D
115|2790|s|Agriculture and Food|Jeanne|Shaheen|NH|D
115|2787|s|Agriculture and Food|ORRIN|HATCH|UT|R
115|2644|s|Crime and Law Enforcement|Lindsey|Graham|SC|R
115|2786|s|Commerce|Kirsten|Gillibrand|NY|D
115|2775|s|Education|Tina|Smith|MN|D
115|2774|s|Crime and Law Enforcement|Amy|Klobuchar|MN|D
115|2784|s|Families|Dean|Heller|NV|R
115|2783|s|Environmental Protection|CLARENCE|NELSON|FL|D
115|2782|s|Labor and Employment|Christopher|Murphy|CT|D
115|2781|s|International Affairs|James|Lankford|OK|R
115|2780|s|International Affairs|Cory|Gardner|CO|R
115|2777|s|Economics and Public Finance|Bill|Cassidy|LA|R
115|2776|s|Energy|John|Barrasso|WY|R
115|2778|s|Environmental Protection|Ted|Cruz|TX|R
115|2772|s|Water Resources Development|Cory|Booker|NJ|D
115|2771|s|Environmental Protection|Cory|Booker|NJ|D
115|2770|s|Crime and Law Enforcement|Catherine|Cortez Masto|NV|D
115|2769|s|Health|Dean|Heller|NV|R
115|2768|s|Armed Forces and National Security|Marco|Rubio|FL|R
115|2767|s|Emergency Management|Patty|Murray|WA|D
115|2766|s|Armed Forces and National Security|Brian|Schatz|HI|D
115|2763|s|Crime and Law Enforcement|Sherrod|Brown|OH|D
115|2762|s|Agriculture and Food|Heidi|Heitkamp|ND|D
115|2760|s|Environmental Protection|Rand|Paul|KY|R
115|2761|s|Environmental Protection|Rand|Paul|KY|R
115|2759|s|Crime and Law Enforcement|Charles|Grassley|IA|R
115|2757|s|Economics and Public Finance|Todd|Young|IN|R
115|1446|s|Public Lands and Natural Resources|Kamala|Harris|CA|D
115|1335|s|Public Lands and Natural Resources|Roy|Blunt|MO|R
115|2755|s|Government Operations and Politics|Kirsten|Gillibrand|NY|D
115|2754|s|Education|Joseph|Manchin|WV|D
115|2735|s|Science, Technology, Communications|James|Risch|ID|R
115|2020|s|Commerce|Edward|Markey|MA|D
115|1428|s|Commerce|James|Risch|ID|R
115|2753|s|Labor and Employment|Todd|Young|IN|R
115|382|s|Health|Robert|Menendez|NJ|D
115|2752|s|Congress|Chris|Van Hollen|MD|D
115|2751|s|Government Operations and Politics|Kirsten|Gillibrand|NY|D
115|2750|s|Armed Forces and National Security|CLARENCE|NELSON|FL|D
115|2749|s|Agriculture and Food|Sherrod|Brown|OH|D
115|2747|s|Energy|Maggie|Hassan|NH|D
115|2746|s|Labor and Employment|Cory|Booker|NJ|D
115|2744|s|Housing and Community Development|Christopher|Murphy|CT|D
115|2745|s|Housing and Community Development|Richard|Blumenthal|CT|D
115|2325|s|Immigration|Lisa|Murkowski|AK|R
115|2743|s|Government Operations and Politics|Dianne|Feinstein|CA|D
115|2742|s|Crime and Law Enforcement|ORRIN|HATCH|UT|R
115|2741|s|Government Operations and Politics|Bill|Cassidy|LA|R
115|2740|s|Environmental Protection|Edward|Markey|MA|D
115|2739|s|Health|Tammy|Baldwin|WI|D
115|2738|s|Transportation and Public Works|Richard|Burr|NC|R
115|2737|s|Education|Timothy|Kaine|VA|D
115|2733|s|Agriculture and Food|Mark|Warner|VA|D
115|2732|s|Health|Jon|Tester|MT|D
115|2730|s|Health|Mitch|McConnell|KY|R
115|2731|s|Government Operations and Politics|Tammy|Baldwin|WI|D
115|2729|s|Health|Richard|Durbin|IL|D
115|2727|s|Environmental Protection|Kirsten|Gillibrand|NY|D
115|2728|s|Commerce|Amy|Klobuchar|MN|D
115|2726|s|Health|Cory|Booker|NJ|D
115|2725|s|Government Operations and Politics|Ben|Cardin|MD|D
115|2724|s|Crime and Law Enforcement|Richard|Durbin|IL|D
115|2723|s|Agriculture and Food|Kirsten|Gillibrand|NY|D
115|2722|s|Environmental Protection|Kamala|Harris|CA|D
115|2720|s|Energy|Maria|Cantwell|WA|D
115|2719|s|Armed Forces and National Security|Jeanne|Shaheen|NH|D
115|2718|s|Taxation|Bob|Casey|PA|D
115|2712|s|Agriculture and Food|Tammy|Baldwin|WI|D
115|2716|s|International Affairs|Jim|Inhofe|OK|R
115|2714|s|International Affairs|John|Cornyn|TX|R
115|2713|s|Agriculture and Food|Jeanne|Shaheen|NH|D
115|2715|s|Crime and Law Enforcement|ORRIN|HATCH|UT|R
115|2711|s|Crime and Law Enforcement|Maggie|Hassan|NH|D
115|2710|s|Health|Mitch|McConnell|KY|R
115|2709|s|Crime and Law Enforcement|Jon|Tester|MT|D
115|2708|s|Health|Jeff|Merkley|OR|D
115|2707|s|Health|CLARENCE|NELSON|FL|D
115|2705|s|Science, Technology, Communications|Richard|Blumenthal|CT|D
115|2704|s|Health|Bob|Casey|PA|D
115|2706|s|Emergency Management|Jon|Tester|MT|D
115|2703|s|Crime and Law Enforcement|John|Cornyn|TX|R
115|2702|s|Finance and Financial Sector|Tim|Scott|SC|R
115|2701|s|Emergency Management|Richard|Durbin|IL|D
115|2700|s|Health|Elizabeth|Warren|MA|D
115|2698|s|Housing and Community Development|Catherine|Cortez Masto|NV|D
115|2699|s|Education|Cory|Booker|NJ|D
115|2697|s|Health|Elizabeth|Warren|MA|D
115|2696|s|Social Welfare|Bob|Casey|PA|D
115|2695|s|Government Operations and Politics|Catherine|Cortez Masto|NV|D
115|2694|s|Science, Technology, Communications|Brian|Schatz|HI|D
115|2693|s|Immigration|Mazie|Hirono|HI|D
115|2413|s|Government Operations and Politics|Claire|McCaskill|MO|D
115|2113|s|Government Operations and Politics|Rob|Portman|OH|R
115|2601|s|Commerce|Christopher|Coons|DE|D
115|1390|s|Commerce|Christopher|Coons|DE|D
115|2691|s|Health|Bernard|Sanders|VT|I
115|2690|s|Health|Marco|Rubio|FL|R
115|2689|s|Taxation|John|Cornyn|TX|R
115|2688|s|Taxation|Ted|Cruz|TX|R
115|2687|s|Taxation|Ted|Cruz|TX|R
115|2686|s|Crime and Law Enforcement|David|Perdue|GA|R
115|2684|s|Education|TOM|UDALL|NM|D
115|2685|s|Agriculture and Food|TOM|UDALL|NM|D
115|2683|s|Taxation|Mike|Crapo|ID|R
115|2682|s|Education|Christopher|Murphy|CT|D
115|2681|s|Taxation|Joseph|Manchin|WV|D
115|2677|s|Taxation|Shelley|Capito|WV|R
115|2678|s|Health|Timothy|Kaine|VA|D
115|2674|s|Taxation|Jim|Inhofe|OK|R
115|2675|s|Taxation|Jim|Inhofe|OK|R
115|2676|s|Health|Bill|Cassidy|LA|R
115|2673|s|Congress|Bill|Cassidy|LA|R
115|2667|s|Agriculture and Food|Mitch|McConnell|KY|R
115|146|s|Immigration|JOHN|MCCAIN|AZ|R
115|2671|s|Social Welfare|Richard|Blumenthal|CT|D
115|2669|s|Health|ORRIN|HATCH|UT|R
115|2670|s|Taxation|Roy|Blunt|MO|R
115|772|s|Crime and Law Enforcement|JOHN|MCCAIN|AZ|R
115|2668|s|Armed Forces and National Security|Richard|Burr|NC|R
115|2666|s|Science, Technology, Communications|Christopher|Coons|DE|D
115|2665|s|Health|Todd|Young|IN|R
115|2663|s|Environmental Protection|John|Barrasso|WY|R
115|2664|s|Education|John|Cornyn|TX|R
115|2662|s|Crime and Law Enforcement|Chris|Van Hollen|MD|D
115|2661|s|Crime and Law Enforcement|Elizabeth|Warren|MA|D
115|2660|s|Government Operations and Politics|Todd|Young|IN|R
115|2658|s|Health|CLARENCE|NELSON|FL|D
115|2659|s|Crime and Law Enforcement|Susan|Collins|ME|R
115|2657|s|Health|Susan|Collins|ME|R
115|2655|s|Energy|Rob|Portman|OH|R
115|2656|s|Armed Forces and National Security|Todd|Young|IN|R
115|2654|s|Science, Technology, Communications|Tina|Smith|MN|D
115|2653|s|Social Welfare|Ron|Wyden|OR|D
115|2651|s|Commerce|Richard|Blumenthal|CT|D
115|1602|s|Public Lands and Natural Resources|Kirsten|Gillibrand|NY|D
115|1260|s|Public Lands and Natural Resources|Thad|Cochran|MS|R
115|1181|s|Public Lands and Natural Resources|Dean|Heller|NV|R
115|1160|s|Public Lands and Natural Resources|Tammy|Duckworth|IL|D
115|2650|s|Transportation and Public Works|Mike|Lee|UT|R
115|2635|s|Crime and Law Enforcement|John|Kennedy|LA|R
115|2481|s|Crime and Law Enforcement|John|Kennedy|LA|R
115|2456|s|Health|Rob|Portman|OH|R
115|1250|s|Native Americans|John|Barrasso|WY|R
115|2649|s|Energy|Sheldon|Whitehouse|RI|D
115|2648|s|Taxation|CLARENCE|NELSON|FL|D
115|2647|s|Health|Richard|Blumenthal|CT|D
115|2646|s|Labor and Employment|Sherrod|Brown|OH|D
115|2643|s|Environmental Protection|Edward|Markey|MA|D
115|2642|s|Labor and Employment|Timothy|Kaine|VA|D
115|2641|s|Agriculture and Food|Dan|Sullivan|AK|R
115|2640|s|Civil Rights and Liberties, Minority Issues|Steve|Daines|MT|R
115|2639|s|Commerce|Edward|Markey|MA|D
115|2638|s|International Affairs|Bill|Cassidy|LA|R
115|2637|s|Health|Debbie|Stabenow|MI|D
115|2636|s|Health|Susan|Collins|ME|R
115|2634|s|Transportation and Public Works|Rob|Portman|OH|R
115|1870|s|Native Americans|John|Hoeven|ND|R
115|2633|s|Crime and Law Enforcement|Kamala|Harris|CA|D
115|2632|s|Taxation|Marco|Rubio|FL|R
115|2631|s|Armed Forces and National Security|Ron|Wyden|OR|D
115|2629|s|Government Operations and Politics|Thomas|Carper|DE|D
115|2040|s|Government Operations and Politics|PAT|ROBERTS|KS|R
115|2030|s|Energy|Thomas|Tillis|NC|R
115|269|s|Public Lands and Natural Resources|Lisa|Murkowski|AK|R
115|324|s|Armed Forces and National Security|ORRIN|HATCH|UT|R
115|188|s|Government Operations and Politics|Bill|Cassidy|LA|R
115|1223|s|Native Americans|Jeff|Merkley|OR|D
115|2630|s|Government Operations and Politics|Tammy|Duckworth|IL|D
115|2628|s|Native Americans|Edward|Markey|MA|D
115|2627|s|Crime and Law Enforcement|Richard|Blumenthal|CT|D
115|2626|s|Health|Todd|Young|IN|R
115|2624|s|Agriculture and Food|Cory|Booker|NJ|D
115|2623|s|Transportation and Public Works|Tom|Cotton|AR|R
115|2622|s|Armed Forces and National Security|Jim|Inhofe|OK|R
115|2621|s|Labor and Employment|Tammy|Baldwin|WI|D
115|2620|s|Science, Technology, Communications|Gary|Peters|MI|D
115|2619|s|Agriculture and Food|Tina|Smith|MN|D
115|2618|s|Education|Marco|Rubio|FL|R
115|2617|s|Transportation and Public Works|John|Boozman|AR|R
115|2616|s|Health|Debbie|Stabenow|MI|D
115|374|s|Commerce|Roy|Blunt|MO|R
115|2615|s|Health|Tina|Smith|MN|D
115|2614|s|Agriculture and Food|John|Thune|SD|R
115|466|s|Public Lands and Natural Resources|JEFF|FLAKE|AZ|R
115|2613|s|Health|Debbie|Stabenow|MI|D
115|2612|s|Energy|Edward|Markey|MA|D
115|2611|s|Agriculture and Food|Mike|Lee|UT|R
115|2610|s|Health|Shelley|Capito|WV|R
115|2607|s|Crime and Law Enforcement|Marco|Rubio|FL|R
115|2608|s|Health|Elizabeth|Warren|MA|D
115|2609|s|Health|Christopher|Murphy|CT|D
115|2606|s|Health|Brian|Schatz|HI|D
115|2605|s|Finance and Financial Sector|Tammy|Baldwin|WI|D
115|2603|s|Taxation|Richard|Blumenthal|CT|D
115|2596|s|Education|Ben|Cardin|MD|D
115|2600|s|Taxation|Rand|Paul|KY|R
115|2598|s|Education|Brian|Schatz|HI|D
115|2591|s|Law|Richard|Blumenthal|CT|D
115|2592|s|Government Operations and Politics|Joni|Ernst|IA|R
115|2595|s|International Affairs|JEFF|FLAKE|AZ|R
115|2594|s|Taxation|Christopher|Murphy|CT|D
115|2593|s|Government Operations and Politics|James|Lankford|OK|R
115|2590|s|Crime and Law Enforcement|Joe|Donnelly|IN|D
115|2589|s|Health|Maggie|Hassan|NH|D
115|1519|s|Armed Forces and National Security|JOHN|MCCAIN|AZ|R
115|2563|s|Water Resources Development|JEFF|FLAKE|AZ|R
115|2539|s|Water Resources Development|Dean|Heller|NV|R
115|2213|s|Armed Forces and National Security|Mazie|Hirono|HI|D
115|2588|s|Transportation and Public Works|John|Cornyn|TX|R
115|2587|s|Environmental Protection|John|Cornyn|TX|R
115|2586|s|Environmental Protection|John|Cornyn|TX|R
115|2584|s|Education|Tammy|Baldwin|WI|D
115|2585|s|Water Resources Development|Joe|Donnelly|IN|D
115|2583|s|International Affairs|Marco|Rubio|FL|R
115|2582|s|Health|Elizabeth|Warren|MA|D
115|2581|s|Government Operations and Politics|Joni|Ernst|IA|R
115|2580|s|Government Operations and Politics|Robert|Menendez|NJ|D
115|2579|s|Health|Todd|Young|IN|R
115|2578|s|Government Operations and Politics|Brian|Schatz|HI|D
115|2576|s|Environmental Protection|Jerry|Moran|KS|R
115|2575|s|Health|Elizabeth|Warren|MA|D
115|2574|s|Housing and Community Development|Jeanne|Shaheen|NH|D
115|2573|s|Agriculture and Food|John|Boozman|AR|R
115|2572|s|Education|Bob|Casey|PA|D
115|2521|s|Crime and Law Enforcement|Richard|Blumenthal|CT|D
115|1539|s|Crime and Law Enforcement|Amy|Klobuchar|MN|D
115|2571|s|Social Welfare|Patrick|Leahy|VT|D
115|2569|s|Agriculture and Food|Mark|Warner|VA|D
115|2568|s|Taxation|Sherrod|Brown|OH|D
115|2567|s|Health|Sherrod|Brown|OH|D
115|831|s|Government Operations and Politics|Patrick|Toomey|PA|R
115|2564|s|Finance and Financial Sector|Thomas|Tillis|NC|R
115|2566|s|Foreign Trade and International Finance|Jeff|Merkley|OR|D
115|2565|s|Armed Forces and National Security|Tammy|Duckworth|IL|D
115|2561|s|Crime and Law Enforcement|Dianne|Feinstein|CA|D
115|2562|s|Civil Rights and Liberties, Minority Issues|Robert|Menendez|NJ|D
115|2558|s|Public Lands and Natural Resources|Thad|Cochran|MS|R
115|2557|s|Agriculture and Food|Joni|Ernst|IA|R
115|2556|s|Transportation and Public Works|John|Kennedy|LA|R
115|2286|s|International Affairs|Bob|Corker|TN|R
115|2555|s|Agriculture and Food|Kirsten|Gillibrand|NY|D
115|2552|s|Agriculture and Food|Gary|Peters|MI|D
115|2551|s|International Affairs|Bob|Corker|TN|R
115|2550|s|Government Operations and Politics|Kirsten|Gillibrand|NY|D
115|2548|s|Armed Forces and National Security|Dean|Heller|NV|R
115|2547|s|Emergency Management|John|Kennedy|LA|R
115|2546|s|Crime and Law Enforcement|Edward|Markey|MA|D
115|2545|s|Native Americans|Tina|Smith|MN|D
115|2544|s|Finance and Financial Sector|Elizabeth|Warren|MA|D
115|446|s|Crime and Law Enforcement|John|Cornyn|TX|R
115|2502|s|Crime and Law Enforcement|Charles|Grassley|IA|R
115|2495|s|Crime and Law Enforcement|ORRIN|HATCH|UT|R
115|2135|s|Crime and Law Enforcement|John|Cornyn|TX|R
115|2095|s|Crime and Law Enforcement|Dianne|Feinstein|CA|D
115|1923|s|Crime and Law Enforcement|Richard|Blumenthal|CT|D
115|1916|s|Crime and Law Enforcement|Dianne|Feinstein|CA|D
115|1212|s|Crime and Law Enforcement|Dianne|Feinstein|CA|D
115|2543|s|Families|Heidi|Heitkamp|ND|D
115|2542|s|Education|Chris|Van Hollen|MD|D
115|2541|s|Armed Forces and National Security|Amy|Klobuchar|MN|D
115|2540|s|Taxation|Debbie|Stabenow|MI|D
115|1015|s|Science, Technology, Communications|ORRIN|HATCH|UT|R
115|2538|s|Foreign Trade and International Finance|JEFF|FLAKE|AZ|R
115|2537|s|Science, Technology, Communications|Marco|Rubio|FL|R
115|2536|s|Science, Technology, Communications|Marco|Rubio|FL|R
115|2534|s|Education|Joni|Ernst|IA|R
115|2533|s|Health|Tina|Smith|MN|D
115|2532|s|Education|Jon|Tester|MT|D
115|1621|s|Science, Technology, Communications|Roger|Wicker|MS|R
115|2530|s|Education|Bob|Casey|PA|D
115|2529|s|Taxation|Tammy|Baldwin|WI|D
115|2528|s|International Affairs|ORRIN|HATCH|UT|R
115|2526|s|Taxation|ORRIN|HATCH|UT|R
115|2525|s|Civil Rights and Liberties, Minority Issues|Mike|Lee|UT|R
115|2524|s|Health|Joe|Donnelly|IN|D
115|2523|s|Health|Shelley|Capito|WV|R
115|2522|s|Immigration|Roy|Blunt|MO|R
115|2520|s|Science, Technology, Communications|Tammy|Duckworth|IL|D
115|2519|s|Energy|TOM|UDALL|NM|D
115|2421|s|Environmental Protection|Deb|Fischer|NE|R
115|2518|s|Finance and Financial Sector|Richard|Durbin|IL|D
115|2517|s|Education|Ben|Sasse|NE|R
115|2193|s|Armed Forces and National Security|Johnny|Isakson|GA|R
115|2516|s|Health|Cory|Booker|NJ|D
115|2513|s|Education|Lamar|Alexander|TN|R
115|2514|s|Commerce|Tom|Cotton|AR|R
115|2512|s|Agriculture and Food|JEFF|FLAKE|AZ|R
115|2434|s|Health|Lamar|Alexander|TN|R
115|2510|s|Science, Technology, Communications|John|Kennedy|LA|R
115|2509|s|Public Lands and Natural Resources|Lamar|Alexander|TN|R
115|2508|s|Economics and Public Finance|Jeanne|Shaheen|NH|D
115|2507|s|Health|John|Barrasso|WY|R
115|2506|s|Transportation and Public Works|Jim|Inhofe|OK|R
115|2505|s|Taxation|Cory|Booker|NJ|D
115|2504|s|Science, Technology, Communications|Gary|Peters|MI|D
115|2501|s|Public Lands and Natural Resources|Cory|Gardner|CO|R
115|2500|s|Labor and Employment|Bob|Casey|PA|D
115|2498|s|Commerce|Tim|Scott|SC|R
115|2496|s|Taxation|MICHAEL|ENZI|WY|R
115|2494|s|Health|Tammy|Baldwin|WI|D
115|2493|s|Crime and Law Enforcement|Joseph|Manchin|WV|D
115|2492|s|Crime and Law Enforcement|Patrick|Toomey|PA|R
115|2491|s|Commerce|Rand|Paul|KY|R
115|2490|s|Finance and Financial Sector|Tim|Scott|SC|R
115|2489|s|Native Americans|Heidi|Heitkamp|ND|D
115|2488|s|Armed Forces and National Security|Tammy|Duckworth|IL|D
115|2487|s|Agriculture and Food|Amy|Klobuchar|MN|D
115|2486|s|Crime and Law Enforcement|Rand|Paul|KY|R
115|2483|s|Education|Tammy|Baldwin|WI|D
115|2484|s|Social Welfare|Patty|Murray|WA|D
115|2482|s|Crime and Law Enforcement|Dianne|Feinstein|CA|D
115|2480|s|Labor and Employment|Cory|Booker|NJ|D
115|2479|s|Agriculture and Food|Mazie|Hirono|HI|D
115|2478|s|Taxation|Claire|McCaskill|MO|D
115|2477|s|Agriculture and Food|Richard|Blumenthal|CT|D
115|2476|s|Health|Tina|Smith|MN|D
115|2475|s|Crime and Law Enforcement|JEFF|FLAKE|AZ|R
115|2474|s|Labor and Employment|Elizabeth|Warren|MA|D
115|2473|s|Armed Forces and National Security|Bill|Cassidy|LA|R
115|2472|s|Public Lands and Natural Resources|CLARENCE|NELSON|FL|D
115|2471|s|Crime and Law Enforcement|Brian|Schatz|HI|D
115|2470|s|Crime and Law Enforcement|JEFF|FLAKE|AZ|R
115|2467|s|Congress|Kamala|Harris|CA|D
115|2469|s|Health|Sherrod|Brown|OH|D
115|2468|s|Immigration|Mazie|Hirono|HI|D
115|2466|s|Immigration|ORRIN|HATCH|UT|R
115|2464|s|Immigration|JEFF|FLAKE|AZ|R
115|1556|s|Water Resources Development|Jon|Tester|MT|D
115|2462|s|Immigration|Patrick|Leahy|VT|D
115|2460|s|Health|Michael|Bennet|CO|D
115|2459|s|Taxation|Sheldon|Whitehouse|RI|D
115|2458|s|Crime and Law Enforcement|Susan|Collins|ME|R
115|2457|s|Taxation|Timothy|Kaine|VA|D
115|2454|s|Finance and Financial Sector|Elizabeth|Warren|MA|D
115|2455|s|International Affairs|Sherrod|Brown|OH|D
115|2453|s|Health|Charles|Grassley|IA|R
115|96|s|Science, Technology, Communications|Amy|Klobuchar|MN|D
115|1884|s|Crime and Law Enforcement|Claire|McCaskill|MO|D
115|1791|s|Government Operations and Politics|Joni|Ernst|IA|R
115|2452|s|Armed Forces and National Security|Roger|Wicker|MS|R
115|2451|s|Health|Bill|Cassidy|LA|R
115|1438|s|Public Lands and Natural Resources|Roy|Blunt|MO|R
115|946|s|Armed Forces and National Security|JEFF|FLAKE|AZ|R
115|2450|s|Government Operations and Politics|Mike|Lee|UT|R
115|2449|s|Labor and Employment|Maria|Cantwell|WA|D
115|2448|s|Environmental Protection|John|Kennedy|LA|R
115|2447|s|Energy|Maria|Cantwell|WA|D
115|2446|s|Health|Jeff|Merkley|OR|D
115|2444|s|Energy|Maria|Cantwell|WA|D
115|2445|s|Energy|Maria|Cantwell|WA|D
115|2443|s|Education|Debbie|Stabenow|MI|D
115|2442|s|Taxation|Debbie|Stabenow|MI|D
115|2440|s|Crime and Law Enforcement|Maria|Cantwell|WA|D
115|2439|s|Transportation and Public Works|Jeanne|Shaheen|NH|D
115|2438|s|Health|Edward|Markey|MA|D
115|2437|s|Health|Tammy|Baldwin|WI|D
115|2436|s|Taxation|Steve|Daines|MT|R
115|2435|s|Government Operations and Politics|Bob|Casey|PA|D
115|2433|s|Armed Forces and National Security|Brian|Schatz|HI|D
115|2431|s|Education|Gary|Peters|MI|D
115|1917|s|Crime and Law Enforcement|Charles|Grassley|IA|R
