congress|bill_number|bill_type|text|economic|socio_cultural
111|2752|hr|  Parent's Right to Know Act of 2009 - Prohibits any funds appropriated for carrying out federal family planning programs from being made available to any family planning project if any service provider in the project knowingly provides contraceptive drugs or devices to a minor, unless: (1) such provider has given actual written notice to a custodial parent or legal guardian at least five business days prior to providing the drugs or prescription devices; (2) the minor has written consent of a parent or legal guardian; (3) the minor is emancipated; or (4) a court has directed that the minor may receive such drugs or prescription devices.    Requires providers to certify to the Secretary of Health and Human Services (HHS) compliance with this Act. |Economic|Socio-Cultural
115|4303|hr|   Reasonable Policies on Automated License Plate Readers Act    This bill amends the Omnibus Crime Control and Safe Streets Act of 1968 to make ineligible for funds under the Edward Byrne Memorial Justice Assistance Grant Program and the Public Safety and Community Policing Grant Program a state or local law enforcement agency that uses an automated license plate reader without developing written and binding policies to limit the storage and sharing of data collected by the reader.   Additionally, the bill generally prohibits a federal law enforcement agency from using an automated license plate reader without developing written and binding policies to limit the storage and sharing of data collected by the reader. |Non-Economic|Non-Socio-Cultural
115|4752|hr|   Financial Technology Innovation and Defense Act     This bill provides for the investigation of new financial technologies (e.g., digital currencies) and their use in terrorism and other illicit activities. Specifically, the bill:      establishes the Independent Financial Technology Task Force, which must report annually on such matters;    establishes the FinTech Leadership in Innovation Fund to support the development of tools and programs to detect such activity; and    directs the Department of the Treasury to provide a reward for a person who provides information regarding terrorist use of digital currencies.    |Economic|Socio-Cultural
115|596|hr|   TPP Withdrawal Act    This bill directs the President to provide to the governments of Australia, Brunei, Canada, Chile, Japan, Malaysia, Mexico, New Zealand, Peru, Singapore, and Vietnam written notice of the withdrawal of the United States from the Trans-Pacific Partnership Agreement. |Economic|Socio-Cultural
115|7047|hr|   Child Trafficking Victims Protection and Welfare Act    This bill directs the Department of Homeland Security (DHS), in consultation with experts in child development and welfare and pediatric medicine, to develop guidelines for the treatment of children (under age 18 with no permanent immigration status) in the custody of the U.S. Customs and Border Protection (CBP). DHS must provide resources and trained staff to address the needs of such children, including child welfare professionals, at each port of entry and Border Patrol station.    DHS may not remove a child from a parent or legal guardian solely for the purpose of deterring individuals from migrating to the United States or for promoting compliance with the immigration laws.    DHS must (1) assign a family unit tracking number to each family member apprehended at the border, (2) allow humanitarian organizations and state and local welfare agencies to monitor children in detention, (3) promulgate regulations establishing basic standards of care for the short-term custody of children by CBP, (4) ensure that children apprehended by CBP receive an interview and screening with a child welfare professional and are provided information about their rights under the immigration laws, and (5) provide each apprehended parent or legal guardian and each child with access to legal counsel.  |Non-Economic|Socio-Cultural
115|4107|hr|   USS Indianapolis Congressional Gold Medal Act    This bill requires the House of Representatives and the Senate to make appropriate arrangements for the award, on behalf of Congress, of a single gold medal of appropriate design to the crew of the  USS Indianapolis,  in recognition of their perseverance, bravery, and service.   Following the award of the gold medal, it shall be given to the Indiana War Museum in Indianapolis, Indiana, where it will be displayed and made available for research.   The bill expresses the sense of Congress that the Indiana War Memorial Museum should make the gold medal available for display elsewhere, particularly at other locations and events associated with the  USS Indianapolis.   |Non-Economic|Socio-Cultural
111|3911|hr|  Osteoporosis Early Detection and Prevention Act of 2009 - Amends the Public Health Service Act and the Employee Retirement Income Security Act of 1974 (ERISA) to require a group health plan to include coverage for bone mass measurement for individuals who: (1) are at a clinical risk for osteoporosis, including estrogen-deficient women; (2) have vertebral abnormalities; (3) are receiving chemotherapy or long-term gluococorticoid (steroid) therapy; (4) have primary hyperparathyroidism, hyperthyroidism, or excess thyroid replacement; or (5) are being monitored to assess the response to or efficacy of approved osteoporosis drug therapy.    Requires the Secretary of Health and Human Services (HHS) to establish standards regulating the frequency with which individuals are eligible to be provided this benefit. Prohibits specified actions by health care plans to discourage the use of this benefit.    Applies these requirements to coverage offered in the individual market.  |Non-Economic|Socio-Cultural
115|2222|hr|   Housing Our Military Servicemembers Act of 2017 or the HOMeS Act of 2017    This bill amends the McKinney-Vento Homeless Assistance Act to direct the Department of Housing and Urban Development (HUD) to provide incentives to geographic areas under the Continuum of Care program for using funds for activities proven to be effective at reducing homelessness for former servicemembers of the Armed Forces.   HUD shall develop a strategy to identify and eliminate homelessness among former servicemembers who are not eligible for the veterans affairs supported housing (HUD-VASH) program under the United States Housing Act of 1937 and other programs of the Department of Veterans Affairs. |Non-Economic|Socio-Cultural
115|4906|hr|   Ensuring Full Participation in the Census Act of 2018    This bill prohibits questions regarding citizenship, nationality, or immigration status from being used in the decennial census. The bill does not apply to the American Community Survey. |Non-Economic|Socio-Cultural
111|2346|s|Amends the Harmonized Tariff Schedule of the United States to extend the temporary suspension of duty on Mesotrione.|Economic|Non-Socio-Cultural
115|784|s|   Veterans' Compensation Cost-of-Living Adjustment Act of 2017    This bill directs the Department of Veterans Affairs to increase, as of December 1, 2017, the rates of veterans' disability compensation, additional compensation for dependents, the clothing allowance for certain disabled veterans, and dependency and indemnity compensation for surviving spouses and children.   Each such increase shall be the same percentage as the increase in benefits provided under title II (Old Age, Survivors and Disability Insurance) of the Social Security Act, on the same effective date. |Economic|Socio-Cultural
111|417|hr|  Next Steps for Haiti Act of 2009 - Authorizes the Director of Foreign Assistance, in consultation with the government of Haiti and Haitian civil society organizations, to establish the Haiti Professional Exchange Program whose purpose shall be to assign qualified Haitian Americans and others to provide technical assistance to help Haiti improve in areas vital to its growth and development, including education, energy, environment, health care, infrastructure, security, transportation, and disaster preparedness.   Requires that the Director establish an outreach program to encourage Exchange Program participation.    Sets forth Program provisions. Authorizes appropriations.   Directs the Secretary of State to implement a student loan forgiveness program for Program participants.  |Economic|Socio-Cultural
115|5977|hr|   Mothers and Offspring Mortality and Morbidity Awareness Act or the MOMMA's Act    This bill establishes a series of programs and requirements to address maternal mortality in the United States, including expanded coverage under Medicaid and the Children's Health Insurance Program (CHIP) for pregnant and postpartum women. |Economic|Socio-Cultural
111|4425|hr|"Designates the facility of the United States Postal Service located at 2-116th Street in North Troy, New York, as the ""Martin G. 'Marty' Mahar Post Office."""|Non-Economic|Socio-Cultural
111|106|s|  DNA Felony Collection Act of 2009 - Directs the Attorney General to require states to: (1) collect a DNA sample from each individual convicted of a felony under the laws of such states; and (2) include DNA analysis results from such samples in a federal or state index of DNA analysis records. |Non-Economic|Non-Socio-Cultural
115|6216|hr|"Designates the facility of the United States Postal Service located at 3025 Woodgate Road in Montrose, Colorado, as the ""Sergeant David Kinterknecht Post Office."""|Non-Economic|Socio-Cultural
115|4198|hr|   Security and Financial Empowerment Act of 2017    This bill sets forth various provisions to promote the safety and security of survivors of domestic violence, dating violence, sexual assault, and stalking,   Among other things, the bill does the following:     requires employers to provide up to 30 days of safe leave in a 12-month period; and    prohibits states from imposing additional restrictions on eligibility for unemployment compensation.   |Economic|Non-Socio-Cultural
111|5900|hr|  Airline Safety and Federal Aviation Administration Extension Act of 2010 - Amends the Internal Revenue Code to extend through September 30, 2010: (1) excise taxes on aviation fuels and air transportation of persons and property; and (2) the expenditure authority for the Airport and Airway Trust Fund.   Extends through September 30, 2010, project grant authority for the airport improvement program (AIP).   Extends through September 30, 2010, various airport development projects, including: (1) the pilot program for passenger facility fees at nonhub airports; (2) small airport grants for airports located in the Marshall Islands, Micronesia, and Palau; (3) the temporary increase to 95% in the government share of certain AIP project costs; and (4) the funding of Midway Island airport development.   Extends through September 30, 2010: (1) state and local land use compatibility projects under the AIP program; (2) certain competitive access assurance requirements for large or medium hub airport sponsors applying for AIP grants; (3) the authority of the Metropolitan Washington Airport Authority to apply for an airport development grant and impose a passenger facility fee; and (4) Department of Transportation (DOT) insurance coverage for domestic and foreign-flag air carriers, allowing further extension through December 31, 2010.   Extends through December 31, 2010, air carrier liability limits for injuries to passengers resulting from acts of terrorism.   Extends through FY2010 the authorization of appropriations for: (1) Federal Aviation Administration (FAA) operations; (2) air navigation facilities and equipment; and (3) research, engineering, and development.   Directs the FAA Administrator to establish an electronic pilot records database of pertinent information in FAA, air carrier, and other records that an air carrier shall access and evaluate before allowing an individual to begin service as a pilot.   Requires the FAA Administrator to establish the FAA Task Force on Air Carrier Safety and Pilot Training to evaluate best practices in the air carrier industry and make recommendations on specified matters.   Requires the DOT Inspector General to review and report to the FAA Administrator on FAA aviation safety inspectors and operational research analysts.   Directs the FAA Administrator to study and report to Congress on aviation industry best practices with regard to flight crewmember pairing, crew resource management techniques, and pilot commuting.   Treats as an unfair or deceptive trade practice for any ticket agent, air carrier, foreign air carrier, or other person to sell tickets for a flight on an air carrier without disclosing, before the purchase of the ticket, the name of the air carrier providing each flight segment.   Requires the FAA Administrator to issue regulations to limit the number of flight and duty time hours allowed for pilots to address pilot fatigue problems. Requires air carriers to submit for FAA approval fatigue risk management plans.   Requires the FAA Administrator to report to Congress on certain voluntary safety programs.    Directs the FAA Administrator to develop a plan to facilitate the establishment of an aviation safety action program (ASAP) and a flight operational quality assurance (FOQA) program by all air carriers.   Directs the FAA Administrator to conduct a rulemaking proceeding to require air carriers to: (1) implement a safety management system; and (2) develop methods for ensuring that flight crewmembers have proper qualifications and experience.   Directs the FAA Administrator to conduct a rulemaking proceeding to modify minimum federal requirements for the issuance of airline transport pilot certificates. Requires a pilot to have at least 1,500 flight hours to qualify for a certificate.   |Economic|Non-Socio-Cultural
111|3912|hr|  International Civil Rights Center and Museum Commemorative Coin Act - Directs the Secretary of the Treasury to mint and issue, during 2010, up to 1,000 $1 coins in commemoration of the opening of the International Civil Rights Center and Museum in Greensboro, North Carolina.    Requires sales to include a $10 surcharge per coin, to be paid to the International Civil Rights Center and Museum for program development and research. |Economic|Socio-Cultural
111|1131|s|  Independence at Home Act of 2009 - Amends title XVIII (Medicare) of the Social Security Act to authorize voluntary Independence at Home chronic care coordination pilot programs for high-cost Medicare beneficiaries with multiple chronic conditions under the traditional Medicare fee-for-service program.    |Economic|Socio-Cultural
115|2441|s|  This bill amends the Steel Industry American Heritage Area Act of 1996 to repeal the limitation on the total amount that may be appropriated for the Rivers of Steel National Heritage Area (formerly the Steel Industry American Heritage Area) in Pennsylvania. |Non-Economic|Socio-Cultural
115|900|hr|  This bill requires the Legislative Assembly of Puerto Rico to provide for a referendum in Puerto Rico in which eligible voters shall express their preference between the non-territorial options of either independence or free association.    An individual shall be eligible to vote in such referendum if that individual was born in, or has a parent who was born in, Puerto Rico.    The President shall negotiate a Treaty of Friendship and Cooperation and other bilateral agreements with the government of an independent Puerto Rico that will provide for equitable economic relations. Such treaty shall establish the details of the bilateral relations of Puerto Rico and the United States under specified guidelines with respect to citizenship, vested rights, trade, public debt and economic transition, currency, and defense.   The President shall negotiate the terms for a Compact of Free Association with the government of Puerto Rico, which shall be submitted to Congress and the people of Puerto Rico for ratification under specified agreed guidelines with respect to Puerto Rican sovereignty and self-government, the termination of the free association relationship when Puerto Rico becomes fully independent, the continuation of U.S. citizenship for citizens of Puerto Rico, and the continuation of trade relations with the United States.     |Non-Economic|Socio-Cultural
111|2811|s|   Migratory Bird Treaty Act Penalty and Enforcement Act of 2009 - Amends the Migratory Bird Treaty Act to: (1) make a person who intentionally and maliciously takes any migratory bird by any manner not allowed by such Act guilty of a felony and subject to a fine of up to $50,000 and/or imprisonment for up to two years; and (2) make a person who intentionally and maliciously commits any other act or omission in violation of such Act guilty of a felony punishable by a fine of up to $50,000 and/or imprisonment for up to two years.   Requires the Secretary of the Interior or the Secretary of the Treasury to pay rewards to persons who furnish information that leads to an arrest or a criminal conviction for any violation of such Act.  |Non-Economic|Socio-Cultural
115|1809|hr|   Juvenile Justice Reform Act of 2017    This bill amends the Juvenile Justice and Delinquency Prevention Act of 1974 (JJDPA) to modify and reauthorize juvenile justice programs and activities.    Specifically, it:       revises and reauthorizes through FY2022 programs and activities under title II of the JJDPA, including the State Formula Grant Program and the activities of the Department of Justice's Office of Juvenile Justice and Delinquency Prevention (OJJDP);    revises and expands the purpose areas of the JJDPA;    expands membership on the Coordinating Council on Juvenile Justice and Delinquency Prevention to include the Assistant Secretary for Mental Health and Substance Use and the Secretary of the Interior;    expands requirements for the OJJDP's annual report on juveniles in custody;    modifies the required components of a state's juvenile justice and prevention plan;    modifies the four core requirements with which a state must comply to receive a full allocation of funds under the State Formula Grant Program; and    repeals the Juvenile Delinquency Prevention Block Grant program.      The bill revises, restructures, and reauthorizes through FY2022 programs under title V of the JJDPA, including the Incentive Grants for Local Delinquency Prevention Program.    The Government Accountability Office must evaluate the OJJDP's performance and audit selected grant recipients.   The bill subjects juvenile justice grants to accountability provisions.   Finally, it reauthorizes through FY2022 programs and activities: (1) for missing and exploited children, under title IV of the JJDPA; and (2) for runaway and homeless youth, under title III of the JJDPA.  |Economic|Socio-Cultural
115|5035|hr|   Hezbollah Kingpin Designation Act    This bill directs the President to: (1) determine whether Hezbollah is a significant foreign narcotics trafficker, and (2) submit to Congress a determination whether to designate Hezbollah as a transnational criminal organization for purposes of the Office of Foreign Assets' list of specially designated nationals and blocked persons. Such designations subject an entity to economic and entry sanctions, including freezing of U.S.-based property and property interests.   The Department of the Treasury shall report to Congress with an estimate of the total assets controlled by Hezbollah-linked leaders of political parties or movements in the United States. |Non-Economic|Socio-Cultural
111|3316|s|  No Child Left Behind Flexibility and Improvements Act - Amends the Elementary and Secondary Education Act of 1965 (ESEA) to revise requirements relating to annual yearly progress (AYP) of students and schools, statewide and local accountability systems, special education, limited English proficiency students, funding levels and academic assessment deferrals, highly qualified teachers, and reading activities.   Authorizes the Secretary of Education to modify an AYP timeline.   Allows states to use: (1) additional types of statewide models and systems for measuring all students' progress; and (2) alternative assessments, designated by their individualized education program plan teams, for students with disabilities.   Gives states an option to include as limited English proficiency students, until they complete secondary school, those formerly in such subgroup who have subsequently acquired English proficiency.   Permits use of local assessments in measuring AYP.  Increases the levels of ESEA funding which must be reached before states are not allowed certain deferrals of academic assessments.   Revises requirements relating to AYP by group and subgroup.   Adds options for deeming teachers of multiple academic subjects as highly qualified, and for general social studies certification.   Reauthorizes the Reading First and Early Reading First programs through FY2015.   Authorizes use of reading activities subgrants for individual or small-group instruction, as well as for class-wide instruction. |Economic|Socio-Cultural
111|562|s|  Prepaid Calling Card Consumer Protection Act of 2009 - Requires the Federal Trade Commission (FTC) to require every prepaid telephone calling service provider and prepaid telephone calling card distributor to disclose certain information, including: (1) the number of calling units or minutes of domestic interstate calls provided or the dollar value and the domestic interstate rate per minute; (2) the calling unit or per minute rates for each served international preferred destination; (3) the applicable per minute rates for each served international destination; (4) other material terms and conditions, including regarding fees, policies on refunds, recharges, decrements, and expiration, and time imitations; and (5) a toll-free customer service number and hours.   Makes it unlawful to: (1) deduct anything but the per minute rate and disclosed fees; (2) provide fewer minutes or charge a higher per minute rate than promoted or advertised; (3) provide fewer minutes than the number of minutes announced, promoted, or advertised through any voice prompt; (4) have an expiration date less than one year after first use (or after additional minutes are purchased); (5) charge a fee for an unconnected call; and (6) deduct a per-minute rate in an increment greater than one minute for calls that are less than one full minute (but allows deducting different destination-specific rates for each full minute of calling time in certain circumstances). Prohibits avoiding liability by stating that the terms are subject to fees or charges.   Treats violations as a violation of a rule defining an unfair or deceptive act or practice under specified provisions of the Federal Trade Commission Act. Prohibits the Federal Communications Commission (FCC) from exercising any authority given to the FTC under this Act.   Allows state civil enforcement and state laws offering greater protection to consumers. |Economic|Non-Socio-Cultural
111|4996|hr|   Preserve Land Freedom For Americans Act of 2010 - Requires the President to obtain congressional approval of proposed national monuments situated upon land owned or controlled by the federal government and certify compliance with the National Environmental Policy Act of 1969 prior to declaring national monuments.    Bars the Secretary of the Interior from implementing any restrictions on the public use of a national monument until the expiration of an appropriate review period providing for public output and congressional approval.  |Non-Economic|Socio-Cultural
111|3032|s|  Maintaining Agency Direction on Financial Fraud Act - Prohibits any interpretive guidance issued by the Securities and Exchange Commission which relates to  Commission Guidance Regarding Disclosure Related to Climate Change  from taking effect with respect to any person on or after February 2, 2010. |Non-Economic|Non-Socio-Cultural
115|4147|hr|   Clean Ports Act of 2017     This bill declares that federal preemption of laws relating to a price, route, or service of any motor carrier of property shall not apply to the authority of a state or local government or an interstate authority to adopt requirements for motor carriers providing services at port facilities that are reasonably related to the reduction of pollution or traffic congestion, the improvement of highway safety, or the efficient utilization of the facilities, provided adoption or enforcement of such requirements does not conflict with federal law.   Nothing in this bill shall limit the rights reserved to any state or political subdivision of a state under the Clean Air Act. |Economic|Non-Socio-Cultural
115|1073|s|   Escambia County Land Conveyance Act     This bill authorizes Escambia County, Florida, to convey its interest in any part of the former Santa Rosa Island National Monument land that was conveyed to it by the federal government in 1947 to any person or entity, without restriction.    The bill prohibits any person or entity holding a leasehold interest in such land from being required to involuntarily accept a fee interest to such land in place of the leasehold interest.     The bill conditions such conveyance on requirements that: (1) all interest of Escambia County in any part of such land that is within the jurisdictional boundaries of Santa Rosa County, Florida, must be conveyed to Santa Rosa County within two years of the enactment of this bill; and (2) Escambia County must preserve in perpetuity the areas of the conveyed monument land that, as of this bill's enactment, are dedicated for conservation, preservation, public recreation access, and public parking. Santa Rosa County shall assume ownership of the non-federal land conveyed to it free of such restrictions.     Santa Rosa County or any other person to whom such county reconveys such land may reconvey any part of it. Any proceeds from the conveyance of such land by either county shall be considered to be windfall profits that shall revert to the United States.   |Economic|Socio-Cultural
115|2150|hr|   Flags of Convenience Don't Fly Here Act    This bill bars the Department of Transportation (DOT) from issuing a foreign air carrier permit or an exemption from certain air carrier certificate requirements to a person to provide foreign air transportation under the United States-European Union Air Transport Agreement of April, 2007, in a proceeding in which the applicability of Article 17  bis  of such Agreement has been raised by an interested person, unless DOT:     finds that issuing the permit or exemption would be consistent with the intent set forth in Article 17  bis  of the agreement, that opportunities created by the agreement do not undermine labor standards or the labor-related rights and principles contained in the laws of the respective parties to the agreement; and    imposes conditions on the permit or exemption necessary to ensure that the person complies with the intent of Article 17  bis .      In carrying out such air carrier certificate requirements, DOT shall consider preventing entry of flag of convenience carriers into U.S. markets as being in the public interest and consistent with public convenience and necessity for safety in air transportation and air commerce.    In formulating U.S. international air transportation policy, the Department of State and DOT shall develop a negotiating policy emphasizing the greatest degree of competition for a well-functioning air transportation system that eliminates specified discriminatory and unfair competitive practices faced by U.S. airlines in foreign air transportation, to include erosion of labor standards associated with flag of convenience carriers.   A  flag of convenience carrier  is defined as a foreign air carrier that is established in a country other than the home country of its majority owner or owners in order to avoid the home country's regulations.|Economic|Socio-Cultural
111|3554|hr|  National Guard Education Equality Act - Includes as qualifying service for veterans educational assistance purposes (Post-9/11 Educational Assistance): (1) certain active duty service in the reserve components (including service such as part of an airport security mission or counterdrug activity); and (2) discharge from active duty service in the reserve components because of a service connected disability. |Non-Economic|Socio-Cultural
115|3752|s|   Standing Rock Sioux Tribe Land Restoration Act of 2018    This bill requires the U.S. Army Corps of Engineers to transfer certain property within the exterior boundaries of the Standing Rock Indian Reservation that was acquired by the United States for the Oahe Dam and Reservoir Project to the Department of the Interior to be held in trust for the Standing Rock Sioux Tribe of North and South Dakota. The land is located above the top of the exclusive flood pool of the Oahe Dam and Reservoir Project.   The transfer of such land shall not interfere with any of the authorized purposes of such project, any project of the Pick-Sloan Missouri River Basin Program, or any applicable law. The Corps of Engineers shall retain: (1) the right to inundate with water or cause erosion to the transferred lands as necessary for the operation of such projects; and (2) any land, structures, easements or other property interests necessary to carry out such projects. |Non-Economic|Socio-Cultural
115|1767|hr|  This bill amends title IV (Student Assistance) of the Higher Education Act of 1965 to eliminate payments to institutions of higher education to defray the costs of administering the Federal Pell Grant program. |Economic|Socio-Cultural
111|5196|hr|  Authorizes the Secretary of Agriculture (USDA) to make grants to states and tribal governments to support the domestic maple syrup industry through the promotion of related research, education, natural resource sustainability, and marketing, as well as the expansion of maple-sugaring activities. |Economic|Socio-Cultural
115|4180|hr|   Removing Barriers to Sexual Assault Victims Compensation Act    This bill amends the Victims of Crime Act of 1984 to require state crime victim compensation programs to eliminate time limits on applying for compensation for victims of sexual assault with backlogged sexual assault evidence collection kits. |Non-Economic|Socio-Cultural
111|6243|hr|  American Fuel Protection Act of 2010 - Deems a claim for liability against a qualified entity as a claim against the United States for damages resulting from, or aggravated by, the use of transportation fuel containing ethanol in concentrations greater than 10% to operate an internal combustion engine. Abrogates U.S. sovereign immunity and makes the United States exclusively liable for such claims. Limits awards to actual damages sustained by a claimant.   Defines  qualified entity  to mean an entity engaged in the manufacture, use, sale, or distribution of: (1) transportation fuel or renewable fuel; or (2) products which use transportation fuel.   Grants U.S. district courts exclusive jurisdiction of any civil actions on such claims. |Economic|Non-Socio-Cultural
111|3635|s|  Energy and Water Development and Related Agencies Appropriations Act, 2011 - Makes appropriations for energy and water development and related agencies for FY2011.   Appropriates funds to the Department of the Army, Corps of Engineers-Civil, for: (1) civil functions pertaining to rivers and harbors, flood and storm damage reduction, shore protection, and aquatic ecosystem restoration (including the Mississippi River alluvial valley below Cape Girardeau, Missouri); (2) the regulatory program pertaining to navigable waters and wetlands; (3) the formerly utilized sites remedial action program for clean-up of early atomic energy program contamination; and (4) the Office of Assistant Secretary of the Army (Civil Works).   Makes appropriations for FY2011 to the Department of the Interior for: (1) the Central Utah Project; (2) the Bureau of Reclamation, including for water and related natural resources; (3) the Central Valley Project Restoration Fund; (4) the California Bay-Delta Restoration; and (5) the Office of the Commissioner, the Denver office, and offices in the five regions of the Bureau of Reclamation.     Makes appropriations for FY2011 to the Department of Energy (DOE) for energy and science programs, including: (1) energy efficiency and renewable energy; (2) electricity delivery and energy reliability; (3) nuclear energy; (4) fossil energy research and development; (5) naval petroleum and oil shale reserves; (6) the Strategic Petroleum Reserve (SPR) and the Northeast Home Heating Oil Reserve; (7) the Energy Information Administration; (8) non-defense environmental cleanup activities; (9) the Uranium Enrichment Decontamination and Decommissioning Fund; (10) advanced research projects agency--energy; (11) the Title 17 Innovative Technology Loan Guarantee Loan Program; (12) the Advanced Technology Vehicles Manufacturing Loan Program; (13) departmental administration; (14) Office of the Inspector General; (15) the National Nuclear Security Administration and atomic energy defense weapons activities; (16) defense nuclear nonproliferation activities; (17) naval reactors activities; (18) Office of the Administrator in the National Nuclear Security Administration; (19) defense environmental cleanup; and (20) other defense activities.   Approves specified expenditures from the Bonneville Power Administration Fund.   Makes FY2011 appropriations for operation and maintenance of: (1) the Southeastern Power Administration; (2) the Southwestern Power Administration; (3) the Western Area Power Administration; (4) the Falcon and Amistad Operating and Maintenance Fund; and (5) the Federal Energy Regulatory Commission (FERC).   Makes FY2011 appropriations to: (1) the Appalachian Regional Commission; (2) the Defense Nuclear Facilities Safety Board; (3) the Delta Regional Authority; (4) the Denali Commission; (5) the Nuclear Regulatory Commission (NRC), including the Office of Inspector General; (8) the Nuclear Waste Technical Review Board; and (9) the Office of the Federal Coordinator for Alaska Natural Gas Transportation Projects. |Economic|Non-Socio-Cultural
111|4123|hr|  Alzheimer's Treatment and Caregiver Support Act - Amends the Public Health Service Act to authorize the Secretary of Health and Human Services (HHS) to make grants to public and nonprofit private health care providers to expand treatment services for patients with Alzheimer's disease and training and support services for families and caregivers of such patients.  |Non-Economic|Socio-Cultural
115|6981|hr|   School Security and Facilities Enhancement to Yield Results Act of 2018 or the School SAFETY Results Act of 2018     This bill amends the Internal Revenue Code to exclude from gross income a portion of the law enforcement pension received by a retired law enforcement officer who is volunteering as a school resource officer at an elementary or secondary school.    The amount of the exclusion per year may not exceed the lesser of: (1) the product of $10, multiplied by the number of hours the individual spends performing school resource service during the year; and (2) $2,000. |Economic|Non-Socio-Cultural
115|6423|hr|   Punishing Continued Occupation of Ukraine Act    This bill directs the President to periodically determine whether Russia is in compliance with the Minsk agreement to halt the war in eastern Ukraine.   If Russia is not in compliance with the agreement the President shall block and prohibit all transactions of U.S.-sited or -controlled property and property interests of at least three Russian financial institutions that are substantially affiliated with the Putin regime. (One of the financial institutions to be sanctioned is Vnesheconombank.)    The President may terminate the application of sanctions upon submission to Congress of notice and justification for the termination.  |Non-Economic|Socio-Cultural
111|4192|hr|  Stornetta Public Lands Outstanding Natural Area Act of 2009 - Establishes the Stornetta Public Lands Outstanding Natural Area in Mendocino County, California, for the protection, conservation, and enhancement of the unique and nationally important historical, natural, cultural, scientific, educational, scenic, and recreational values of certain lands in and around the Stornetta Public Lands, while allowing certain recreational and research activities to continue. Requires the Secretary of the Interior to complete a comprehensive management plan.   Withdraws federal lands and interests included within the Outstanding Natural Area from: (1) all forms of entry, appropriation, or disposal under the public land laws; (2) location, entry, and patent under the public land mining laws; and (3) operation of the mineral leasing and geothermal leasing laws and the mineral materials laws.   Permits the acquisition of adjacent state and privately held lands or interests only by donation, exchange with a willing party, or purchase from a willing seller.   Ensures access to the Outstanding Natural Area by Indians and Indian tribes for traditional cultural and religious purposes. |Non-Economic|Socio-Cultural
115|1349|hr| This bill amends the Wilderness Act to declare that provisions of such Act prohibiting the use of motorized vehicles, aircraft, or other forms of mechanical transport shall not prohibit the use of motorized wheelchairs, non-motorized wheelchairs, non-motorized bicycles, strollers, wheelbarrows, survey wheels, or game carts within any wilderness areas.|Non-Economic|Socio-Cultural
111|2380|hr|  Raise Wages, Cut Carbon Act of 2009 - Amends the Internal Revenue Code to impose an environmental tax on: (1) any taxable carbon substance (i.e., coal, including lignite and peat, petroleum and any petroleum product, and natural gas that is extracted, manufactured, or produced in, or imported into, the United States); and (2) imported taxable products that account for a specified level of carbon substances used in the United States. Sets the amount of the tax at $15.00 per ton in 2010, and increases and adjusts for inflation such amount each year until the tax is $100 in 2040 and in subsequent years.   Provides for a reduction in social security taxes by an amount determined by the Secretary of the Treasury to reflect the amount of revenues generated by the taxes imposed by this Act. Appropriates net revenues from such taxes to the social security trust funds.    Requires a two-thirds vote of the House of Representatives or the Senate to increase the amount of the tax on taxable carbon substance or imported products beyond the amount required to compensate for the aggregate reduction in revenues resulting from the lower rates of social security taxes provided by this Act (i.e., revenue neutrality). |Economic|Non-Socio-Cultural
111|3914|hr|  San Juan Mountains Wilderness Act of 2009 - Designates specified lands in the Grand Mesa, Uncompahgre, and Gunnison National Forests and the San Juan Resource Area of the Bureau of Land Management (BLM) in Colorado as wilderness areas and components of the National Wilderness Preservation System.    Designates specified lands in such National Forests and San Juan National Forest as the Sheep Mountain Special Management Area.    Withdraws lands designated as wilderness or a special management area under this Act, as well as land within the Naturita Canyon Mineral Withdrawal Area, from all forms of: (1) entry, appropriation, or disposal under public land laws; (2) location, entry, and patent under mining laws; and (3) disposition under all laws pertaining to mineral and geothermal leasing or mineral materials.    Sets forth provisions regarding water rights and access to and the operation of water resource facilities in lands designated as wilderness or a special management area by this Act.    |Non-Economic|Socio-Cultural
111|5052|hr|  Considers the period spent by an alien working as an interpreter or translator with the U.S. Armed Forces or federal agencies under the Chief of Mission in Afghanistan and Iraq as a period of residence and physical presence in the United States for naturalization purposes. |Non-Economic|Socio-Cultural
115|4785|hr|   American Customer Information Protection Act    This bill prohibits the operator of the consolidated audit trail (a database that tracks trading in equities and options markets) from accepting personally identifying information, except for information accepted in connection with large traders.  |Economic|Non-Socio-Cultural
115|5323|hr|   Derivatives Fairness Act     This bill prohibits federal banking agencies from requiring banking institutions, for the purposes of risk-based capital requirements, to hold capital against certain derivative contracts. |Economic|Non-Socio-Cultural
115|1953|hr|   Treat and Reduce Obesity Act of 2017    This bill allows coverage, under Medicare, of intensive behavioral therapy for obesity furnished by providers other than primary care physicians and practitioners.   Additionally, it allows coverage under Medicare's prescription drug benefit of drugs used for the treatment of obesity or for weight loss management for individuals who are overweight. |Non-Economic|Socio-Cultural
